# N=100 REP=500 dy=0.1
# GRG
# numCompCon p
0 100
0.0015625 99.952
0.00234375 99.922
0.003125 99.826
0.00390625 99.776
0.0046875 99.626
0.00546875 99.51
0.00625 99.43
0.00703125 99.292
0.0078125 99.158
0.00859375 98.88
0.009375 98.744
0.0101563 98.442
0.0109375 98.166
0.0117188 97.854
0.0125 97.568
0.0132813 97.238
0.0140625 97.09
0.0148437 96.8
0.015625 96.324
0.0164063 95.86
0.0171875 95.63
0.0179688 95.298
0.01875 94.798
0.0195313 94.228
0.0203125 93.722
0.0210938 93.344
0.021875 92.872
0.0226563 92.402
0.0234375 91.932
0.0242188 91.512
0.025 90.902
0.0257813 90.3
0.0265625 89.71
0.0273438 89.152
0.028125 88.572
0.0289063 87.782
0.0296875 87.538
0.0304687 86.504
0.03125 85.948
0.0320312 85.672
0.0328125 84.494
0.0335938 84.032
0.034375 83.616
0.0351562 82.456
0.0359375 81.96
0.0367188 81.3
0.0375 80.4
0.0382813 79.988
0.0390625 79.226
0.0398438 78.364
0.040625 77.47
0.0414063 76.612
0.0421875 75.802
0.0429688 75.276
0.04375 74.424
0.0445313 73.546
0.0453125 72.922
0.0460938 72.056
0.046875 71.264
0.0476562 70.118
0.0484375 69.206
0.0492188 68.472
0.05 68.216
0.0507812 66.876
0.0515625 66.418
0.0523438 65.376
0.053125 64.338
0.0539063 63.548
0.0546875 62.64
0.0554687 61.976
0.05625 61.014
0.0570313 60.154
0.0578125 59.296
0.0585938 58.424
0.059375 57.432
0.0601562 56.83
0.0609375 55.972
0.0617188 55.008
0.0625 54.188
0.0632812 53.232
0.0640625 52.518
0.0648438 51.634
0.065625 50.54
0.0664062 49.63
0.0671875 48.59
0.0679688 48.032
0.06875 47.166
0.0695313 46.354
0.0703125 45.528
0.0710938 44.91
0.071875 44.202
0.0726563 43.058
0.0734375 42.15
0.0742188 41.464
0.075 40.54
0.0757813 40.072
0.0765625 39.072
0.0773438 38.582
0.078125 37.218
0.0789063 37.008
0.0796875 35.998
0.0804688 35.004
0.08125 34.168
0.0820313 33.802
0.0828125 32.602
0.0835938 32.274
0.084375 31.37
0.0851563 30.418
0.0859375 29.834
0.0867188 29.254
0.0875 28.506
0.0882813 28.06
0.0890625 27.202
0.0898438 26.494
0.090625 25.734
0.0914063 25.188
0.0921875 24.234
0.0929688 23.818
0.09375 22.972
0.0945312 22.716
0.0953125 22.008
0.0960938 21.668
0.096875 20.548
0.0976562 20.112
0.0984375 19.492
0.0992188 19.112
0.1 18.58
0.100781 17.966
0.101562 17.6
0.102344 16.936
0.103125 16.592
0.103906 15.782
0.104688 15.458
0.105469 15.17
0.10625 14.432
0.107031 13.9
0.107813 13.628
0.108594 13.232
0.109375 12.776
0.110156 12.34
0.110937 12.032
0.111719 11.502
0.1125 11.282
0.113281 10.842
0.114063 10.322
0.114844 10.022
0.115625 9.574
0.116406 9.3
0.117188 8.802
0.117969 8.736
0.11875 8.26
0.119531 8.092
0.120312 7.828
0.121094 7.514
0.121875 7.114
0.122656 6.976
0.123438 6.724
0.124219 6.448
0.125 6.226
0.125781 5.918
0.126562 5.784
0.127344 5.522
0.128125 5.196
0.128906 5.084
0.129688 5.084
0.130469 4.808
0.13125 4.554
0.132031 4.356
0.132812 4.224
0.133594 4.192
0.134375 4.072
0.135156 3.84
0.135938 3.968
0.136719 3.754
0.1375 3.574
0.138281 3.356
0.139063 3.304
0.139844 3.298
0.140625 3.1
0.141406 3.094
0.142188 2.88
0.142969 2.83
0.14375 2.728
0.144531 2.728
0.145313 2.59
0.146094 2.418
0.146875 2.46
0.148438 2.444
0.149219 2.344
0.15 2.228
0.150781 2.212
0.151563 2.038
0.153125 2.044
0.153906 1.908
0.154688 1.854
0.15625 1.92
0.157031 1.864
0.157813 1.712
0.159375 1.698
0.160938 1.64
0.1625 1.56
0.164063 1.536
0.164844 1.5
0.165625 1.43
0.16875 1.42
0.171875 1.36
0.175 1.286
0.18125 1.256
0.184375 1.166
0.1875 1.15
0.2 1.052
0.3 1
0.4 1
0.5 1
0.6 1
0.7 1
0.8 1
0.9 1
1 1
