# N=60 REP=500 dy=0.1
# GRG
# numCompCon p
0 60
0.003125 59.946
0.0046875 59.866
0.00625 59.804
0.00703125 59.748
0.0078125 59.682
0.00859375 59.584
0.009375 59.51
0.0101563 59.448
0.0109375 59.39
0.0117188 59.208
0.0125 59.15
0.0132813 59.072
0.0140625 58.938
0.0148437 58.8
0.015625 58.632
0.0164063 58.59
0.0171875 58.394
0.0179688 58.248
0.01875 58.108
0.0195313 58.066
0.0203125 57.804
0.0210938 57.602
0.021875 57.436
0.0226563 57.28
0.0234375 57.06
0.0242188 56.938
0.025 56.66
0.0257813 56.276
0.0265625 56.122
0.0273438 56.042
0.028125 55.8
0.0289063 55.506
0.0296875 55.48
0.0304687 55.182
0.03125 54.892
0.0320312 54.712
0.0328125 54.408
0.0335938 54.13
0.034375 54.006
0.0351562 53.658
0.0359375 53.268
0.0367188 53.128
0.0375 52.77
0.0382813 52.448
0.0390625 52.174
0.0398438 51.888
0.040625 51.864
0.0414063 51.402
0.0421875 51.056
0.0429688 50.728
0.04375 50.206
0.0445313 50.238
0.0453125 49.686
0.0460938 49.582
0.046875 49.3
0.0476562 48.876
0.0484375 48.634
0.0492188 48.09
0.05 47.632
0.0507812 47.522
0.0515625 47.052
0.0523438 46.778
0.053125 46.322
0.0539063 46.018
0.0546875 45.624
0.0554687 45.354
0.05625 44.724
0.0570313 44.844
0.0578125 44.128
0.0585938 43.794
0.059375 43.296
0.0601562 43.04
0.0609375 42.68
0.0617188 42.214
0.0625 41.964
0.0632812 41.518
0.0640625 41.558
0.0648438 40.792
0.065625 40.432
0.0664062 39.84
0.0671875 39.764
0.0679688 39.404
0.06875 39.15
0.0695313 38.562
0.0703125 38.08
0.0710938 37.906
0.071875 37.56
0.0726563 37.028
0.0734375 36.618
0.0742188 36.166
0.075 35.81
0.0757813 35.676
0.0765625 35.194
0.0773438 34.45
0.078125 34.186
0.0789063 33.856
0.0796875 33.61
0.0804688 33.206
0.08125 32.81
0.0820313 32.146
0.0828125 32.026
0.0835938 31.334
0.084375 30.906
0.0851563 30.478
0.0859375 30.514
0.0867188 30.15
0.0875 29.816
0.0882813 29.126
0.0890625 28.858
0.0898438 28.536
0.090625 28.006
0.0914063 27.684
0.0921875 27.108
0.0929688 26.786
0.09375 26.198
0.0945312 26.26
0.0953125 25.866
0.0960938 25.456
0.096875 25.392
0.0976562 24.604
0.0984375 24.272
0.0992188 23.84
0.1 23.508
0.100781 23.168
0.101562 22.934
0.102344 22.424
0.103125 22.144
0.103906 21.676
0.104688 21.558
0.105469 21.266
0.10625 20.662
0.107031 20.54
0.107813 20.26
0.108594 19.678
0.109375 19.464
0.110156 19.228
0.110937 18.702
0.111719 18.196
0.1125 18.08
0.113281 17.696
0.114063 17.292
0.114844 17.374
0.115625 16.768
0.116406 16.478
0.117188 16.18
0.117969 15.786
0.11875 15.682
0.119531 15.354
0.120312 15.126
0.121094 14.652
0.121875 14.338
0.122656 14.446
0.123438 14.214
0.124219 13.738
0.125 13.462
0.125781 13.228
0.126562 12.78
0.127344 12.51
0.128125 12.332
0.128906 12.132
0.129688 11.974
0.130469 11.698
0.13125 11.288
0.132031 10.958
0.132812 10.976
0.133594 10.73
0.134375 10.256
0.135156 10.128
0.135938 9.958
0.136719 9.692
0.1375 9.606
0.138281 9.286
0.139063 9.168
0.139844 8.946
0.140625 8.686
0.141406 8.67
0.142188 8.5
0.142969 8.086
0.14375 8.008
0.144531 7.732
0.145313 7.688
0.146094 7.224
0.146875 7.318
0.147656 6.948
0.148438 6.822
0.149219 6.794
0.15 6.638
0.150781 6.35
0.151563 6.344
0.152344 6.226
0.153125 6.084
0.153906 5.894
0.154688 5.772
0.155469 5.594
0.15625 5.362
0.157031 5.394
0.157813 5.168
0.158594 5.046
0.159375 5.058
0.160156 4.91
0.160938 4.706
0.161719 4.604
0.1625 4.51
0.163281 4.186
0.164063 4.198
0.165625 4.122
0.167188 4.022
0.167969 3.824
0.16875 3.582
0.169531 3.692
0.170313 3.458
0.171875 3.376
0.172656 3.302
0.173438 3.26
0.174219 3.034
0.175 2.984
0.176563 2.954
0.177344 2.894
0.178125 2.832
0.179688 2.83
0.180469 2.672
0.18125 2.7
0.182031 2.546
0.182813 2.452
0.183594 2.458
0.184375 2.35
0.185938 2.412
0.186719 2.354
0.1875 2.23
0.188281 2.26
0.189062 2.106
0.190625 2.05
0.192188 2.104
0.192969 1.998
0.19375 1.922
0.195312 1.896
0.196094 1.738
0.196875 1.774
0.198438 1.78
0.199219 1.702
0.2 1.67
0.20625 1.596
0.209375 1.512
0.210156 1.43
0.210938 1.384
0.2125 1.38
0.21875 1.31
0.225 1.252
0.2375 1.176
0.25 1.114
0.275 1.034
0.3 1.008
0.4 1
0.5 1
0.6 1
0.7 1
0.8 1
0.9 1
1 1
