# N=80 REP=500 dy=0.1
# GRG
# numCompCon p
0 80
0.0015625 79.97
0.003125 79.88
0.00390625 79.872
0.0046875 79.762
0.00546875 79.672
0.00625 79.584
0.00703125 79.504
0.0078125 79.456
0.00859375 79.276
0.009375 79.09
0.0101563 79.044
0.0109375 78.81
0.0117188 78.748
0.0125 78.498
0.0132813 78.214
0.0140625 77.998
0.0148437 77.836
0.015625 77.708
0.0164063 77.524
0.0171875 77.078
0.0179688 76.796
0.01875 76.654
0.0195313 76.3
0.0203125 76.066
0.0210938 75.754
0.021875 75.446
0.0226563 75.068
0.0234375 74.862
0.0242188 74.282
0.025 74.052
0.0257813 73.712
0.0265625 73.34
0.0273438 72.998
0.028125 72.486
0.0289063 71.98
0.0296875 71.944
0.0304687 71.32
0.03125 70.966
0.0320312 70.474
0.0328125 69.828
0.0335938 69.688
0.034375 69.014
0.0351562 68.924
0.0359375 68.196
0.0367188 67.85
0.0375 67.34
0.0382813 66.684
0.0390625 66.36
0.0398438 65.892
0.040625 65.344
0.0414063 64.698
0.0421875 64.35
0.0429688 63.664
0.04375 63.294
0.0445313 62.958
0.0453125 62.28
0.0460938 61.764
0.046875 60.848
0.0476562 60.392
0.0484375 59.792
0.0492188 59.222
0.05 59.16
0.0507812 58.31
0.0515625 57.786
0.0523438 56.868
0.053125 56.332
0.0539063 55.948
0.0546875 55.472
0.0554687 54.968
0.05625 54.26
0.0570313 53.826
0.0578125 52.572
0.0585938 52.618
0.059375 51.692
0.0601562 51.45
0.0609375 50.522
0.0617188 49.952
0.0625 49.534
0.0632812 48.972
0.0640625 48.002
0.0648438 47.416
0.065625 46.916
0.0664062 46.318
0.0671875 45.602
0.0679688 45.398
0.06875 44.47
0.0695313 43.962
0.0703125 43.238
0.0710938 42.696
0.071875 42.232
0.0726563 41.404
0.0734375 40.766
0.0742188 39.876
0.075 39.784
0.0757813 38.954
0.0765625 38.252
0.0773438 38.074
0.078125 37.22
0.0789063 36.896
0.0796875 35.662
0.0804688 35.642
0.08125 35.16
0.0820313 34.02
0.0828125 33.46
0.0835938 33.228
0.084375 32.488
0.0851563 31.958
0.0859375 31.336
0.0867188 30.812
0.0875 30.33
0.0882813 29.708
0.0890625 28.938
0.0898438 28.69
0.090625 28.262
0.0914063 27.344
0.0921875 26.876
0.0929688 26.186
0.09375 25.754
0.0945312 25.126
0.0953125 24.874
0.0960938 24.152
0.096875 23.778
0.0976562 23.326
0.0984375 22.78
0.0992188 22.436
0.1 21.612
0.100781 21.56
0.101562 20.774
0.102344 20.612
0.103125 19.956
0.103906 19.706
0.104688 19.29
0.105469 18.616
0.10625 18.188
0.107031 17.86
0.107813 17.22
0.108594 17.168
0.109375 16.572
0.110156 16.402
0.110937 15.79
0.111719 15.26
0.1125 14.934
0.113281 14.506
0.114063 14.318
0.114844 14.01
0.115625 13.528
0.116406 13.506
0.117188 12.996
0.117969 12.546
0.11875 12.238
0.119531 11.816
0.120312 11.308
0.121094 10.966
0.121875 10.74
0.122656 10.678
0.123438 10.27
0.124219 10.048
0.125 9.712
0.125781 9.602
0.126562 9.07
0.127344 8.776
0.128125 8.496
0.128906 8.44
0.129688 8.226
0.130469 7.948
0.13125 7.58
0.132031 7.396
0.132812 7.09
0.133594 6.934
0.134375 6.772
0.135156 6.612
0.135938 6.328
0.136719 6.06
0.1375 5.9
0.138281 5.856
0.139063 5.69
0.139844 5.318
0.140625 5.31
0.141406 5.012
0.142188 5.192
0.142969 4.862
0.14375 4.634
0.144531 4.56
0.145313 4.43
0.146094 4.216
0.146875 4.136
0.147656 4.078
0.148438 3.808
0.149219 3.776
0.15 3.634
0.150781 3.628
0.151563 3.422
0.152344 3.378
0.153125 3.216
0.154688 3.196
0.155469 3.196
0.15625 2.984
0.157031 2.89
0.157813 2.784
0.158594 2.6
0.159375 2.616
0.1625 2.544
0.163281 2.344
0.164063 2.3
0.164844 2.286
0.165625 2.18
0.16875 2.092
0.169531 2.008
0.170313 1.938
0.171875 1.882
0.172656 1.814
0.173438 1.748
0.175 1.754
0.176563 1.676
0.178125 1.654
0.179688 1.584
0.18125 1.542
0.184375 1.446
0.1875 1.396
0.190625 1.356
0.192188 1.312
0.19375 1.252
0.2 1.25
0.20625 1.164
0.2125 1.138
0.225 1.054
0.25 1.018
0.3 1.002
0.4 1
0.5 1
0.6 1
0.7 1
0.8 1
0.9 1
1 1
