# N=100 REP=500 dy=0.01
# GRG
# eulerianCycle p
0 1
0.00078125 0.986
0.0015625 0.958
0.00234375 0.932
0.003125 0.828
0.00390625 0.78
0.0046875 0.732
0.00546875 0.644
0.00625 0.558
0.00703125 0.448
0.0078125 0.386
0.00859375 0.336
0.009375 0.266
0.0101563 0.18
0.0109375 0.154
0.0117188 0.11
0.0125 0.102
0.0132813 0.094
0.0140625 0.056
0.0148437 0.03
0.015625 0.024
0.0164063 0.02
0.0171875 0.01
0.01875 0.002
0.025 0
0.05 0
0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
