# N=150 REP=500 dy=0.01
# GRG
# eulerianCycle p
0 1
0.00078125 0.968
0.0015625 0.914
0.00234375 0.836
0.003125 0.752
0.00390625 0.56
0.0046875 0.492
0.00546875 0.33
0.00625 0.26
0.00703125 0.158
0.0078125 0.078
0.00859375 0.072
0.009375 0.034
0.0101563 0.038
0.0109375 0.012
0.0125 0.002
0.025 0
0.05 0
0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
