# N=25 REP=500 dy=0.1
# BRG
# numCompCon p
0 25
0.00078125 24.776
0.0015625 24.494
0.00234375 24.336
0.003125 24.13
0.00390625 23.834
0.0046875 23.526
0.00546875 23.324
0.00625 23.176
0.00703125 22.936
0.0078125 22.704
0.00859375 22.398
0.009375 22.138
0.0101563 22.01
0.0109375 21.748
0.0117188 21.464
0.0125 21.292
0.0132813 20.968
0.0140625 20.942
0.0148437 20.546
0.015625 20.212
0.0164063 20.1
0.0171875 19.906
0.0179688 19.706
0.01875 19.268
0.0195313 19.06
0.0203125 18.96
0.0210938 18.598
0.021875 18.566
0.0226563 18.318
0.0234375 18.314
0.0242188 17.684
0.025 17.536
0.0257813 17.41
0.0265625 17.234
0.0273438 16.896
0.028125 16.87
0.0289063 16.66
0.0296875 16.182
0.0304687 16.118
0.03125 15.762
0.0320312 15.524
0.0328125 15.372
0.0335938 15.232
0.034375 14.656
0.0351562 14.422
0.0359375 14.342
0.0367188 14.236
0.0375 13.836
0.0382813 13.944
0.0390625 13.512
0.040625 13.508
0.0414063 12.818
0.0421875 12.808
0.0429688 12.432
0.04375 12.288
0.0445313 12.356
0.0453125 11.976
0.0460938 11.808
0.046875 11.376
0.0476562 11.382
0.0484375 11.074
0.0492188 10.682
0.05 10.9
0.0507812 10.462
0.0515625 10.332
0.0523438 10.192
0.053125 10.062
0.0539063 9.86
0.0546875 9.558
0.0554687 9.438
0.05625 9.348
0.0570313 8.936
0.0578125 9.144
0.0585938 8.892
0.059375 8.688
0.0601562 8.668
0.0609375 8.408
0.0617188 8.098
0.0625 7.954
0.0632812 7.768
0.0640625 7.824
0.0648438 7.646
0.065625 7.454
0.0664062 7.426
0.0671875 7.106
0.0679688 6.974
0.06875 6.824
0.0695313 6.822
0.0703125 6.68
0.071875 6.584
0.0726563 6.276
0.0734375 6.166
0.0742188 6.138
0.075 5.992
0.0757813 5.824
0.0765625 5.886
0.0773438 5.588
0.078125 5.584
0.0789063 5.514
0.0796875 5.336
0.0804688 5.132
0.08125 5.032
0.0828125 5.026
0.0835938 4.9
0.084375 4.662
0.0859375 4.684
0.0867188 4.444
0.0875 4.396
0.0882813 4.446
0.0890625 4.224
0.0898438 4.124
0.090625 4.098
0.0914063 4.05
0.0921875 3.812
0.0929688 3.91
0.09375 3.94
0.0945312 3.922
0.0953125 3.686
0.0960938 3.546
0.096875 3.48
0.0984375 3.388
0.1 3.32
0.101562 3.296
0.102344 3.134
0.103125 3.172
0.103906 3.028
0.104688 3.042
0.105469 3.024
0.10625 2.854
0.109375 2.794
0.110156 2.844
0.110937 2.676
0.1125 2.676
0.114063 2.63
0.114844 2.416
0.115625 2.46
0.116406 2.406
0.117188 2.354
0.11875 2.356
0.120312 2.34
0.121094 2.178
0.121875 2.234
0.123438 2.232
0.124219 2.066
0.125 2.088
0.126562 2.042
0.127344 2.056
0.128125 1.904
0.13125 1.908
0.134375 1.832
0.135938 1.812
0.136719 1.758
0.1375 1.7
0.14375 1.608
0.15 1.518
0.153125 1.494
0.154688 1.446
0.15625 1.384
0.1625 1.374
0.16875 1.364
0.171875 1.306
0.175 1.21
0.1875 1.204
0.2 1.106
0.25 1.018
0.3 1.002
0.4 1
0.5 1
0.6 1
0.7 1
0.8 1
0.9 1
1 1
