# N=150 REP=500 dy=0.1
# GRG
# numCompCon p
0 150
0.00078125 149.984
0.0015625 149.894
0.00234375 149.798
0.003125 149.686
0.00390625 149.472
0.0046875 149.244
0.00546875 148.958
0.00625 148.704
0.00703125 148.302
0.0078125 147.888
0.00859375 147.47
0.009375 146.998
0.0101563 146.372
0.0109375 145.902
0.0117188 145.364
0.0125 144.742
0.0132813 143.892
0.0140625 143.288
0.0148437 142.492
0.015625 141.768
0.0164063 140.742
0.0171875 140.09
0.0179688 139.12
0.01875 138.342
0.0195313 137.38
0.0203125 136.258
0.0210938 135.068
0.021875 134.478
0.0226563 132.936
0.0234375 131.91
0.0242188 130.842
0.025 129.728
0.0257813 128.136
0.0265625 127.064
0.0273438 126.062
0.028125 124.642
0.0289063 123.29
0.0296875 122.008
0.0304687 121.258
0.03125 119.228
0.0320312 118.338
0.0328125 116.456
0.0335938 115.712
0.034375 113.856
0.0351562 112.668
0.0359375 111.008
0.0367188 109.496
0.0375 108.072
0.0382813 106.276
0.0390625 104.716
0.0398438 103.704
0.040625 101.592
0.0414063 100.266
0.0421875 98.312
0.0429688 96.956
0.04375 95.622
0.0445313 93.594
0.0453125 91.982
0.0460938 90.366
0.046875 88.838
0.0476562 87.912
0.0484375 85.99
0.0492188 84.564
0.05 82.55
0.0507812 80.742
0.0515625 79.302
0.0523438 77.24
0.053125 76.07
0.0539063 74.398
0.0546875 72.894
0.0554687 71.254
0.05625 69.736
0.0570313 68.036
0.0578125 66.814
0.0585938 64.918
0.059375 64.06
0.0601562 61.57
0.0609375 60.168
0.0617188 59.322
0.0625 57.25
0.0632812 56.268
0.0640625 54.826
0.0648438 52.946
0.065625 52.134
0.0664062 50.32
0.0671875 48.708
0.0679688 47.494
0.06875 46.072
0.0695313 45.002
0.0703125 43.594
0.0710938 42.066
0.071875 40.7
0.0726563 38.916
0.0734375 37.91
0.0742188 36.97
0.075 35.868
0.0757813 34.396
0.0765625 33.424
0.0773438 32.326
0.078125 30.686
0.0789063 29.93
0.0796875 29.132
0.0804688 27.882
0.08125 26.744
0.0820313 25.588
0.0828125 24.758
0.0835938 23.736
0.084375 22.474
0.0851563 21.784
0.0859375 20.838
0.0867188 20.032
0.0875 18.996
0.0882813 18.414
0.0890625 17.564
0.0898438 16.83
0.090625 16.41
0.0914063 15.354
0.0921875 14.602
0.0929688 13.888
0.09375 13.42
0.0945312 12.902
0.0953125 12.294
0.0960938 11.696
0.096875 11.046
0.0976562 10.616
0.0984375 9.844
0.0992188 9.332
0.1 8.982
0.100781 8.556
0.101562 8.482
0.102344 7.826
0.103125 7.458
0.103906 7.05
0.104688 6.786
0.105469 6.498
0.10625 6.212
0.107031 5.656
0.107813 5.63
0.108594 5.344
0.109375 5.018
0.110156 4.874
0.110937 4.448
0.111719 4.418
0.1125 3.996
0.113281 4.05
0.114063 3.708
0.114844 3.616
0.115625 3.376
0.116406 3.368
0.117188 3.136
0.117969 3.006
0.11875 2.89
0.119531 2.88
0.120312 2.674
0.121875 2.578
0.122656 2.552
0.123438 2.26
0.125 2.178
0.126562 2.134
0.127344 2.066
0.128125 2.018
0.128906 1.926
0.129688 1.844
0.130469 1.806
0.13125 1.716
0.132812 1.684
0.134375 1.612
0.135938 1.566
0.1375 1.492
0.140625 1.434
0.14375 1.354
0.145313 1.286
0.146875 1.254
0.15 1.204
0.15625 1.128
0.1625 1.078
0.175 1.042
0.2 1
0.3 1
0.4 1
0.5 1
0.6 1
0.7 1
0.8 1
0.9 1
1 1
